pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_week,vid,song_id,updated_at,pop_trending
3637401,3636807,3635796,3634796,3634357,3633132,3632071,5330,A-LEiOzXHWM,,2017-01-29 00:01:02,15
4417581,4416390,4414317,4412487,4411652,4409396,4407099,10482,FFhs6_b8tzs,,2017-01-29 00:01:02,24
10711572,10703788,10688237,10672748,10665187,10651310,10633875,77697,sKyK1Mme9Sc,,2017-01-29 00:01:02,73
7146458,7138299,7126347,7115281,7109893,7094687,7082975,63483,PArF9k2SbQk,,2017-01-29 00:01:02,90
1789071,1787874,1785481,1783442,1782453,1780168,1777822,11249,W4J6bFDvvwY,,2017-01-29 00:01:02,63
253758941,253595753,253337919,253091864,252967268,252594331,252298766,1460175,Pzz4Z-O7710,,2017-01-29 00:01:02,58
17066507,17024268,16950336,16881184,16846963,16758041,16690694,375813,B5YNiCfWC3A,,2017-01-29 00:01:02,225
6203117,6196489,6184407,6173032,6167384,6152930,6140003,63114,erG5rgNYSdk,,2017-01-29 00:01:02,103
123889,123792,123617,123460,123375,123215,123051,838,GQpz7mT1aYw,,2017-01-29 00:01:02,68
114242987,114141764,113978855,113829385,113754553,113577138,113394094,848893,BoEKWtgJQAU,,2017-01-29 00:01:02,75
997880437,997258740,996060189,994833777,994209464,992780577,991500761,6379676,yzTuBuRdAyA,,2017-01-29 00:01:02,64
50653301,50623327,50566475,50509624,50481247,50419343,50356941,296360,8aShfolR6w8,,2017-01-29 00:01:02,59
248945333,248400369,247405088,246546415,246124402,244900325,243829421,5115912,xUVz4nRmxn4,,2017-01-29 00:01:02,210
522627355,522396983,522033270,521682154,521499756,521001540,520589597,2037758,i_kF4zLNKio,,2017-01-29 00:01:02,39
43234896,43223165,43202344,43184482,43175656,43153506,43132882,102014,IoBP24I2lwA,,2017-01-29 00:01:02,24
371264,371139,370912,370726,370624,370348,370059,1205,U9UTyX-qqVY,,2017-01-29 00:01:02,33
7273602,7271585,7267253,7263129,7261211,7257011,7252496,21106,T0RvPYRRRbE,,2017-01-29 00:01:02,29
1130726,1130540,1130215,1129859,1129673,1129290,1128916,1810,iDAScB0kacU,,2017-01-29 00:01:02,16
447354,446764,445729,444724,444209,443014,441785,5569,ILvMOC4H9EM,,2017-01-29 00:01:02,126
40986706,40973885,40948216,40926433,40914891,40886344,40859994,126712,fN-xq7t6pKw,,2017-01-29 00:01:02,31
3258716,3257724,3256487,3255379,3254788,3253139,3251720,6996,74UWc5EJJQI,,2017-01-29 00:01:02,22
1495256,1494923,1494401,1493961,1493719,1493059,1492533,2723,KJRaKhURMEA,,2017-01-29 00:01:02,18
1695602,1694848,1693525,1692280,1691701,1690417,1688991,6611,qwyzdWVDGZ4,,2017-01-29 00:01:02,39
13204620,13201279,13194877,13188413,13185210,13178389,13171769,32851,h2S3RvIHwGs,,2017-01-29 00:01:02,25
6377054,6373239,6365312,6358248,6354907,6347828,6339966,37088,xc1u9X4HFAE,,2017-01-29 00:01:02,58
1462919,1461257,1457619,1454002,1452237,1448487,1444524,18395,e17iXDf0NGE,,2017-01-29 00:01:02,127
206144738,206009390,205760753,205542407,205434795,205158761,204917736,1227002,FHCYHldJi_g,,2017-01-29 00:01:02,60
1139122,1138750,1138114,1137460,1137152,1136445,1135676,3446,BfzFVbkutFE,,2017-01-29 00:01:02,30
12959297,12953717,12944046,12934482,12929659,12918912,12908779,50518,0FcDXL5Aw0o,,2017-01-29 00:01:02,39
4041639,4037798,4029173,4022096,4018709,4011358,4004205,37434,9MHmx9nvHqU,,2017-01-29 00:01:02,93
77356,77342,77304,77262,77253,77214,77179,177,6IBKpJ7sy4k,,2017-01-29 00:01:02,23
662749,650405,630507,608457,589006,566054,544517,118232,OlxUiOcyXpA,,2016-04-10 00:00:24,2171
662749,650405,630507,608457,589006,566054,544517,118232,OlxUiOcyXpA,,2016-04-10 00:00:24,2171
1207191,1206642,1205578,1204525,1204008,1202991,1202052,5139,GRVwtSmgKP8,,2017-01-29 00:01:02,43
134822,134796,134743,134694,134674,134618,134579,243,tSOUR7fi0eE,,2017-01-29 00:01:02,18
2972073,2971102,2969313,2967557,2966582,2965052,2963116,8957,YMKZIaIN7O4,,2017-01-29 00:01:02,30
50636241,50601089,50544613,50496042,50470087,50415010,50354442,281799,YpugK0RpEaU,,2017-01-29 00:01:02,56
3474826,3472387,3467288,3461831,3459107,3452901,3445980,28846,S9lkxJFLZ5w,,2017-01-29 00:01:02,84
1627792,1627092,1625473,1623769,1623162,1621607,1620090,7702,be-LbSaEzZQ,,2017-01-29 00:01:02,48
6730453,6729887,6728847,6727781,6727254,6726076,6724864,5589,YA_tBIOt8MY,,2017-01-29 00:01:02,8
554816,554661,554244,553839,553621,553232,552824,1992,ZF2lZesYZo0,,2017-01-29 00:01:02,36
130156,129689,129034,128674,127999,127597,127177,2979,k9F9fuJLZoM,,2016-10-01 00:00:44,234
17211390,17204064,17190322,17178722,17172928,17160238,17146947,64443,npvNPORFXpc,,2017-01-29 00:01:02,38
13109594,13106106,13099971,13094355,13091554,13085116,13078753,30841,_VTY8ftr1vY,,2017-01-29 00:01:02,24
628437,628249,627948,627701,627541,627129,626796,1641,Wv2AQahZwMc,,2017-01-29 00:01:02,26
13320934,13318139,13312998,13308758,13306619,13301120,13296201,24733,_sDflY5UfRo,,2017-01-29 00:01:02,19
20620753,20606750,20578410,20554565,20543616,20517733,20495192,125561,sFrNsSnk8GM,,2017-01-29 00:01:02,61
347213,346248,345255,343343,342577,340993,340195,7018,-VYaadfgk6U,,2016-05-29 00:01:06,206
173745881,173650643,173447883,173275247,173194356,173015220,172809631,936250,JRWox-i6aAk,,2017-01-29 00:01:02,54
2428198,2427296,2425698,2424217,2423475,2421686,2419945,8253,OS6duOoxctw,,2017-01-29 00:01:02,34
2581385,2573778,2563202,2551507,2545816,2528455,2515830,65555,bQz3A8qy0VE,,2017-01-29 00:01:02,261
13528088,13518919,13501970,13487081,13480570,13463282,13444919,83169,9oI27uSzxNQ,,2017-01-29 00:01:02,62
11801638,11791529,11773848,11757356,11748686,11730530,11709548,92090,BrjhkRIsAiw,,2017-01-29 00:01:02,79
247454,247365,247226,247077,247015,246844,246718,736,j37SniohwFA,,2017-01-29 00:01:02,30
104632052,104475970,104247863,103972416,103845277,103594607,103363588,1268464,CccnAvfLPvE,,2017-01-29 00:01:02,123
123190047,123090176,122881399,122682634,122576890,122372951,122164431,1025616,rVeMiVU77wo,,2017-01-29 00:01:02,84
1195340,1195158,1194829,1194560,1194410,1194097,1193790,1550,AwLzZoB6y8A,,2017-01-29 00:01:02,13
2872,2871,2871,2871,2871,2871,2870,2,GK8mtokmoaQ,,2017-01-29 00:01:02,7
8657679,8634648,8590945,8552960,8533858,8490301,8447041,210638,PZbkF-15ObM,,2017-01-29 00:01:02,249
3677785,3674640,3669041,3663585,3661124,3654369,3647861,29924,hjPLkPsLxc4,,2017-01-29 00:01:02,82
5854002,5846574,5832332,5817749,5811436,5797534,5782033,71969,a0ul-BghOAs,,2017-01-29 00:01:02,124
4403917,4402481,4399767,4397281,4395849,4392335,4388723,15194,aSjCJdRFbpk,,2017-01-29 00:01:02,35
1802620,1802340,1801839,1801347,1801126,1800454,1799886,2734,2b03hoW0TKc,,2017-01-29 00:01:02,15
147398155,147252280,147000124,146768087,146646363,146351596,146056373,1341782,6vwNcNOTVzY,,2017-01-29 00:01:02,92
35236971,35203134,35141999,35083145,35053750,34985697,34917468,319503,U4MHrrIQuis,,2017-01-29 00:01:02,92
268552,268310,267777,267271,267063,266515,266027,2525,kfwa7Y_eIu4,,2017-01-29 00:01:02,95
56606028,56591406,56565970,56545892,56535163,56507470,56481411,124617,6WJFjXtHcy4,,2017-01-29 00:01:02,22
7224837,7220359,7210820,7202007,7197292,7187415,7177284,47553,2QT5eGHCJdE,,2017-01-29 00:01:02,66
39850,39821,39788,39755,39740,39707,39670,180,Z7enjMpDggk,,2017-01-29 00:01:02,45
101670,101660,101641,101613,101603,101585,101561,109,OhvH1pyVLzw,,2017-01-29 00:01:02,11
259274912,259156464,258949353,258729380,258630532,258378355,258133792,1141120,_zR6ROjoOX0,,2017-01-29 00:01:02,44
6433917,6433202,6431955,6430846,6430270,6428881,6427604,6313,1nZKwreCVtU,,2017-01-29 00:01:02,10
3823,3815,3796,3781,3775,3759,3745,78,Iku6jWtjMrw,,2017-01-29 00:01:02,208
26239868,26213588,26156414,26108946,26083200,26028851,25976748,263120,GZSsOEqgm0c,,2017-01-29 00:01:02,101
344881,344427,343623,342893,342448,341753,340925,3956,BPb3j7Dkn5o,,2017-01-29 00:01:02,116
35644118,35588623,35496727,35409461,35365518,35243435,35143851,500267,h-nnAeByB1A,,2017-01-29 00:01:02,142
5006360,5001719,4993252,4985392,4981320,4972705,4963974,42386,d0s0XHVUGF0,,2017-01-29 00:01:02,85
698020027,697443039,696468273,695532613,695074565,693876262,692809974,5210053,Bznxx12Ptl0,,2017-01-29 00:01:02,75
32708748,32653198,32559023,32474591,32434281,32331676,32244624,464124,gWju37TZfo0,,2017-01-29 00:01:02,144
116916836,116853954,116751366,116651673,116599651,116470112,116355625,561211,fwrY0D2ACNk,,2017-01-29 00:01:02,48
177458611,177399385,177302778,177206964,177163921,177053031,176945940,512671,qqjVwAg5fK4,,2017-01-29 00:01:02,29
1083414,1082457,1080758,1078984,1078136,1076308,1074439,8975,BPkMh7bR4PE,,2017-01-29 00:01:02,84
2225223,2225176,2225092,2224994,2224948,2224859,2224748,475,BwjTqaBp1jQ,,2017-01-29 00:01:02,2
5494263,5491361,5486291,5481304,5478631,5472763,5466948,27315,5S6U_krabrk,,2017-01-29 00:01:02,50
280801,280689,280493,280282,280184,279958,279755,1046,Ra9lFNglvIQ,,2017-01-29 00:01:02,37
130026391,129846007,129619386,129343382,129217024,128926181,128648315,1378076,cimoNqiulUE,,2017-01-29 00:01:02,107
9693853,9692126,9689218,9686419,9684970,9681684,9678543,15310,0IZgpyeJ7U4,,2017-01-29 00:01:02,16
80111297,80090481,80053683,80019497,80003764,79961195,79925930,185367,jzy2dgEUOhY,,2017-01-29 00:01:02,23
3177238,3173480,3166524,3159896,3156619,3148616,3141315,35923,lPXWt2ESxVY,,2017-01-29 00:01:02,114
5781457,5772036,5753919,5738554,5731163,5712432,5690217,91240,iNPqddkkcI4,,2017-01-29 00:01:02,160
256601,256430,256160,255744,255318,254796,254451,2150,LKYPYj2XX80,,2017-01-29 00:01:02,84
3126995,3126058,3124582,3123385,3122821,3121340,3119724,7271,JI6fDb6IBmU,,2017-01-29 00:01:02,23
2602380,2600230,2596492,2593001,2591321,2587242,2583122,19258,emOKaGi8u5U,,2017-01-29 00:01:02,75
1159842024,1158970605,1156979207,1155044051,1154105132,1152291393,1150200002,9642022,PIh2xe4jnpk,,2017-01-29 00:01:02,84
2041648,2037852,2031507,2025910,2022938,2017317,2010572,31076,pGXBR1wR-mo,,2017-01-29 00:01:02,155
2595442,2591073,2586809,2579192,2575713,2568796,2565153,30289,-F2e9fmYL7Y,,2016-05-29 00:01:06,118
39422973,39409277,39384332,39363427,39352230,39325180,39300114,122859,ytIfSuy_mOA,,2017-01-29 00:01:02,31
2432340,2425019,2411501,2399416,2393593,2379471,2366443,65897,KZnou4zthz4,,2017-01-29 00:01:02,278
33633063,33608490,33552805,33509145,33488181,33437652,33387539,245524,1prhCWO_518,,2017-01-29 00:01:02,74
43526577,43479383,43390077,43313592,43275157,43184077,43090923,435654,_GMQLjzVGfw,,2017-01-29 00:01:02,101
11272342,11267958,11259089,11250755,11246635,11237294,11228324,44018,Jcu1AHaTchM,,2017-01-29 00:01:02,39
715274,714315,712619,710832,709982,708065,706245,9029,uX8yoT9ct6k,,2017-01-29 00:01:02,128
18344632,18330122,18309796,18291040,18280878,18255696,18233672,110960,s2_YDtKmsVA,,2017-01-29 00:01:02,61
741502971,741284937,740807190,740375591,740146690,739639200,739158292,2344679,LrUvu1mlWco,,2017-01-29 00:01:02,32
4872680,4863091,4843138,4824823,4815634,4795820,4775496,97184,L4GrDOOIIbk,,2017-01-29 00:01:02,204
25603,25590,25567,25540,25534,25503,25476,127,vb_9qSURBOM,,2017-01-29 00:01:02,50
78571725,78279761,77807755,77347075,77116663,76521534,75977079,2594646,DVkkYlQNmbc,,2017-01-29 00:01:02,342
27566239,27562452,27554787,27547140,27543123,27535845,27527775,38464,x2AOjb9HW2E,,2017-01-29 00:01:02,14
54949685,54938265,54916759,54895402,54884856,54861721,54840642,109043,PDboaDrHGbA,,2017-01-29 00:01:02,20
2434016,2431885,2428237,2424391,2422577,2418443,2414041,19975,NyPtlOoCmV4,,2017-01-29 00:01:02,83
2130006,2125802,2115532,2110417,2100751,2091081,2086535,43471,KuPTc_aWh2k,,2016-05-10 00:00:55,208
191281014,191171242,190991121,190806745,190714247,190493873,190296136,984878,M6t47RI4bns,,2017-01-29 00:01:02,52
3955017,3953426,3950232,3947584,3946203,3943657,3941022,13995,2uCyv05SG1g,,2017-01-29 00:01:02,36
47421853,47343912,47202151,47072379,47006040,46855621,46714117,707736,vHU6ZRQJ50Q,,2017-01-29 00:01:02,152
6337124,6335561,6332847,6330417,6329219,6326141,6323146,13978,kwxIFk3tZSI,,2017-01-29 00:01:02,22
2583049,2580196,2575357,2569947,2567592,2562868,2557880,25169,FdsvtnOoFAg,,2017-01-29 00:01:02,98
11337514,11331370,11320752,11310234,11304787,11292553,11281416,56098,eEWYwQR9jPE,,2017-01-29 00:01:02,50
1319288,1318749,1317674,1316724,1316247,1315328,1314317,4971,c-jKfLXYQqw,,2017-01-29 00:01:02,38
3173394,3171915,3169009,3166323,3165094,3161891,3158559,14835,adg6iEz3-Ow,,2017-01-29 00:01:02,47
20710598,20698931,20676605,20654217,20642615,20617326,20592063,118535,3yDP9MKVhZc,,2017-01-29 00:01:02,58
36857672,36838816,36803369,36769184,36750485,36716067,36680141,177531,6nJCF01b510,,2017-01-29 00:01:02,48
58263467,58235001,58185092,58139636,58116602,58059035,58006870,256597,BYDKK95cpfM,,2017-01-29 00:01:02,44
1014036,1013467,1012345,1011254,1010720,1009517,1008396,5640,tv8Se8xSMiw,,2017-01-29 00:01:02,56
431514,431388,431197,430990,430885,430672,430438,1076,A6lPmv5g2sA,,2017-01-29 00:01:02,25
776265,774125,769265,763620,760845,755823,749983,26282,FnIoZsD2X84,,2017-01-29 00:01:02,350
508,508,508,506,506,506,506,2,6iZutqM8CwE,,2017-01-29 00:01:02,40
2021908,2021517,2020508,2019826,2019483,2018627,2017720,4188,Rcp8SE_FxBg,,2017-01-29 00:01:02,21
129077615,128988513,128826752,128670709,128588712,128400757,128207399,870216,2XY3AvVgDns,,2017-01-29 00:01:02,68
76698348,76646805,76546916,76451475,76404033,76299943,76197366,500982,yyr2gEouEMM,,2017-01-29 00:01:02,66
64271,64254,64215,64174,64150,64103,64055,216,2CAF26JV9qs,,2017-01-29 00:01:02,34
126314,126310,126299,126293,126289,126278,126275,39,l35GTSbKMpY,,2017-01-29 00:01:02,3
22162327,22102906,21995718,21894917,21844466,21739479,21634252,528075,pFptt7Cargc,,2017-01-29 00:01:02,244
38647,38643,38639,38635,38635,38629,38623,24,Fdtv3vNhuMM,,2017-01-29 00:01:02,6
150810287,150778368,150716434,150659086,150629746,150561327,150498038,312249,b6vSf0cA9qY,,2017-01-29 00:01:02,21
4200757,4200462,4199988,4199520,4199291,4198717,4198080,2677,NQq7tmwvjr8,,2017-01-29 00:01:02,6
18232658,18223771,18208413,18192653,18184500,18165039,18147716,84942,pAwR6w2TgxY,,2017-01-29 00:01:02,47
15211929,15203022,15186417,15170748,15162929,15146564,15130343,81586,aNYjOVo5IEw,,2017-01-29 00:01:02,54
6968333,6966261,6962441,6959318,6957874,6953661,6949542,18791,SVq2yMuAMVQ,,2017-01-29 00:01:02,27
774840,774002,772517,771134,770471,768997,767462,7378,_uiVt21bp_s,,2017-01-29 00:01:02,96
530918,530902,530885,530867,530860,530854,530840,78,2dN9K8XoDm4,,2017-01-29 00:01:02,1
2109538,2109039,2107965,2107069,2106572,2105553,2104436,5102,86vDxRr2ELA,,2017-01-29 00:01:02,24
209277,209067,208680,208357,208182,207715,207314,1963,KLdriwU4mxk,,2017-01-29 00:01:02,95
69484065,69422877,69319376,69217155,69163848,69047776,68934138,549927,Z-48u_uWMHY,,2017-01-29 00:01:02,80
426321,426102,425751,425397,425176,424761,424347,1974,0UjAf6ubC5M,,2017-01-29 00:01:02,47
26044,26041,26032,26028,26021,26014,26004,40,5idPxzDg0VI,,2017-01-29 00:01:02,15
68011,68009,68002,67990,67979,67965,67952,59,T7m9Cu-bjOE,,2017-01-29 00:01:02,9
9576864,9567477,9549875,9534628,9527419,9507045,9487420,89444,ryDOy3AosBw,,2017-01-29 00:01:02,94
41389175,41357320,41300253,41246414,41219626,41155514,41093687,295488,ZXBcwyMUrcU,,2017-01-29 00:01:02,72
342208,342152,342057,341968,341936,341855,341771,437,pZYM3XwgHwA,,2017-01-29 00:01:02,13
73995934,73967064,73914433,73870196,73847664,73784043,73733777,262157,e2QKlmMT8II,,2017-01-29 00:01:02,36
23615,23586,23540,23472,23444,23385,23315,300,myDY-0_KAr8,,2017-01-29 00:01:02,129
974239,973330,971385,969668,968881,967329,965477,8762,cLCaVZ3fmU0,,2017-01-29 00:01:02,91
20829819,20819549,20800402,20782446,20772180,20754835,20732544,97275,H3T2RnTBp_4,,2017-01-29 00:01:02,47
14981777,14976452,14966320,14956907,14952176,14942160,14932433,49344,AIjVpRAXK18,,2017-01-29 00:01:02,33
1695845,1695457,1694731,1694096,1693799,1693124,1692382,3463,SfIBy2I13CQ,,2017-01-29 00:01:02,20
41472283,41449887,41411165,41377031,41360530,41317019,41278238,194045,KuZ2QZKYj7c,,2017-01-29 00:01:02,47
1629942,1629509,1628861,1628251,1627926,1627035,1626252,3690,8h3t2h4NKPY,,2017-01-29 00:01:02,23
245748464,245454936,244866019,244307791,244042819,243407939,242755730,2992734,JPIhUaONiLU,,2017-01-29 00:01:02,123
1581496,1581318,1581013,1580699,1580569,1580224,1579896,1600,J2ouQMCcOz4,,2017-01-29 00:01:02,10
3252055,3250645,3247776,3245313,3244161,3241102,3238115,13940,p6QPwByNxlc,,2017-01-29 00:01:02,43
1125213,1125123,1125005,1124848,1124740,1124449,1124229,984,Jl0G3uH71B8,,2017-01-29 00:01:02,9
1369660,1361282,1346620,1332930,1327100,1311840,1298807,70853,sqM3APrfijU,,2017-01-29 00:01:02,546
1611532,1609755,1605930,1601766,1599474,1591361,1584308,27224,ybMEINc5KRw,,2017-01-29 00:01:02,172
642467,642355,642045,641805,641674,641413,641159,1308,L2uW2PmVSe8,,2017-01-29 00:01:02,20
2257114,2252125,2242423,2234007,2229362,2220939,2211260,45854,q1MmYVcDyMs,,2017-01-29 00:01:02,207
759713514,758662036,756836565,755067103,754182240,751898965,749865043,9848471,foE1mO2yM04,,2017-01-29 00:01:02,131
34667525,34649181,34612820,34574707,34554594,34517450,34476564,190961,aP_-P_BS6KY,,2017-01-29 00:01:02,55
72390990,72290124,72070312,71855848,71758206,71542962,71316883,1074107,hi4pzKvuEQM,,2017-01-29 00:01:02,151
362774,362484,362083,361651,361420,360860,360313,2461,_FD5u2TO-f8,,2017-01-29 00:01:02,68
4802062,4800956,4798895,4797243,4796323,4794485,4792507,9555,YQ1LI-NTa2s,,2017-01-29 00:01:02,20
648181415,647870032,647274221,646732645,646480176,645811353,645192742,2988673,JRfuAukYTKg,,2017-01-29 00:01:02,46
30199947,30188080,30167604,30149003,30139736,30115821,30095686,104261,NK2FqPNIT_U,,2017-01-29 00:01:02,35
1328241,1326807,1324358,1322177,1321158,1318915,1316283,11958,Xx_jxLt-i-0,,2017-01-29 00:01:02,91
43855526,43841823,43819755,43797398,43786127,43758424,43735257,120269,0KCWqnldEag,,2017-01-29 00:01:02,27
86071866,85981569,85834878,85688506,85611865,85429990,85270729,801137,vYMxOzxKYYo,,2017-01-29 00:01:02,94
143401,143387,143349,143319,143302,143276,143256,145,_GiEoLXC9nk,,2017-01-29 00:01:02,10
884942,884416,883487,882631,882189,881464,880461,4481,I-hDU63G1lc,,2017-01-29 00:01:02,51
154421,154388,154313,154244,154214,154121,154035,386,nVnNGDWJDKg,,2017-01-29 00:01:02,25
297866,297820,297718,297621,297574,297463,297349,517,iTkuJenFdPU,,2017-01-29 00:01:02,17
7460,7436,7393,7358,7336,7265,7214,246,w2oF5BZw1Ew,,2017-01-29 00:01:02,341
688265,687885,687163,686539,686285,685537,684802,3463,NuSbELCNloc,,2017-01-29 00:01:02,51
120468214,120219770,119787931,119351626,119150880,118591539,118084072,2384142,uQ_DHRI-Xp0,,2017-01-29 00:01:02,202
22004,21978,21946,21913,21899,21875,21826,178,flNm0uy98eI,,2017-01-29 00:01:02,82
12349609,12345217,12336693,12329057,12325137,12316532,12307805,41804,0gEVaniPOmU,,2017-01-29 00:01:02,34
13572939,13559216,13537515,13516724,13506301,13483863,13457764,115175,Tv9YoYCKNoE,,2017-01-29 00:01:02,86
3175144,3173154,3169304,3165559,3163887,3159966,3155859,19285,gGmfOsdla2Y,,2017-01-29 00:01:02,61
19234376,19228807,19220318,19212382,19208318,19196590,19185826,48550,8ip8OsExLJs,,2017-01-29 00:01:02,25
39496847,39488494,39475921,39465084,39459798,39447063,39434739,62108,bOEvBlNI-wc,,2017-01-29 00:01:02,16
201839,201722,201478,201167,201035,200746,200482,1357,8lrmr2pi1z8,,2017-01-29 00:01:02,68
8276,8270,8266,8262,8262,8262,8258,18,KRA9vm2SlGs,,2017-01-29 00:01:02,22
5974066,5969138,5959400,5950218,5946104,5936888,5927093,46973,uizQVriWp8M,,2017-01-29 00:01:02,79
3362868,3355992,3344015,3332892,3327434,3315858,3305379,57489,A17rVbNTtrg,,2017-01-29 00:01:02,174
3362868,3355992,3344015,3332892,3327434,3315858,3305379,57489,A17rVbNTtrg,,2017-01-29 00:01:02,174
1229743,1229321,1228635,1227977,1227618,1226943,1226403,3340,ViPQ-RIPmKk,,2017-01-29 00:01:02,27
262212,262189,262166,262136,262120,262077,262047,165,IicEtxmn7co,,2017-01-29 00:01:02,6
1847996,1847284,1845805,1844291,1843649,1842070,1840566,7430,93HWMspjxqI,,2017-01-29 00:01:02,40
20431303,20425403,20413686,20403031,20397483,20384695,20373239,58064,dLa_ryRjC7M,,2017-01-29 00:01:02,29
44234222,44228996,44219487,44210274,44205602,44195298,44185482,48740,fvDQy53eldY,,2017-01-29 00:01:02,11
1781040,1779585,1776584,1773828,1772405,1769621,1766843,14197,nmPSlcRfwmk,,2017-01-29 00:01:02,80
1954338,1953640,1952449,1951183,1950669,1949337,1947899,6439,qJdMjRHRLfg,,2017-01-29 00:01:02,33
225725,225542,225148,224738,224508,224045,222746,2979,UuS-6bG0T8Y,,2017-01-29 00:01:02,134
409773,408669,406892,405155,404293,402389,400297,9476,Z13J13zxrhc,,2017-01-29 00:01:02,237
9152870,9149014,9141856,9134968,9131862,9125142,9118503,34367,NHfWY0is3rE,,2017-01-29 00:01:02,38
52604444,52544311,52438042,52360157,52316157,52215350,52119325,485119,wO89_H7GqaQ,,2017-01-29 00:01:02,93
583818959,581905428,578812535,575757923,574172213,570354389,566759662,17059297,Io0fBr1XBUA,,2017-01-29 00:01:02,301
4525631,4511836,4486719,4463743,4452627,4427255,4403675,121956,yaWesK-nWts,,2017-01-29 00:01:02,277
3438198,3435734,3430933,3426066,3423684,3419321,3415107,23091,bQweR2QH1Io,,2017-01-29 00:01:02,68
26661696,26644710,26616202,26590808,26578394,26544773,26515330,146366,ZTidn2dBYbY,,2017-01-29 00:01:02,55
2931828,2931402,2930585,2929562,2929108,2928178,2926835,4993,YMPF6lpM0XM,,2017-01-29 00:01:02,17
1873239697,1871029599,1867051733,1863802715,1862108512,1857484762,1853452708,19786989,nfWlot6h_JM,,2017-01-29 00:01:02,107
18990703,18967471,18931369,18898696,18883186,18841563,18798296,192407,pudIZbCRq_c,,2017-01-29 00:01:02,102
7203885,7195650,7182188,7168828,7161786,7145228,7128299,75586,NhheiPTdZCw,,2017-01-29 00:01:02,106
1067356,1067158,1066823,1066507,1066333,1066031,1065692,1664,HChafej1nbo,,2017-01-29 00:01:02,16
208368885,208296044,208147622,208004585,207932656,207778028,207613131,755754,ghb6eDopW8I,,2017-01-29 00:01:02,36
29861176,29850433,29832065,29813944,29805049,29784498,29765586,95590,_t431MAUQlQ,,2017-01-29 00:01:02,32
12137464,12125304,12103427,12082742,12071958,12049059,12028103,109361,IIA1XQnAv5s,,2017-01-29 00:01:02,91
38908,38898,38879,38854,38841,38822,38798,110,77PYhk7lgJs,,2017-01-29 00:01:02,28
11853748,11850160,11842525,11834877,11831329,11823646,11814820,38928,zol2MJf6XNE,,2017-01-29 00:01:02,33
62287880,62229116,62128639,62036215,61986043,61865395,61757044,530836,dBrRBZy8OTs,,2017-01-29 00:01:02,86
