pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_week,vid,song_id,updated_at,pop_trending
10851963,10845419,10833069,10821998,10816549,10804943,10792452,59511,cuZo7pLnL7c,,2017-01-29 00:01:02,55
34789677,34752079,34684836,34622220,34589447,34520682,34454782,334895,lmc21V-zBq0,,2017-01-29 00:01:02,97
4220574,4218750,4215204,4211438,4209679,4205620,4201809,18765,KhrteSZXFzM,,2017-01-29 00:01:02,45
47628531,47612802,47586622,47561956,47549630,47519691,47494341,134190,I41CX0RdmPQ,,2017-01-29 00:01:02,28
1416794,1415803,1413652,1411752,1410795,1408766,1406617,10177,aVBH1qIqe7Y,,2017-01-29 00:01:02,72
16957381,16946413,16927907,16909807,16901478,16877606,16856604,100777,jzMhcP7ab3k,,2017-01-29 00:01:02,60
2210622,2207986,2202800,2198297,2196140,2191567,2187132,23490,8ID1plssS4s,,2017-01-29 00:01:02,107
3044661,3043374,3041473,3039860,3039002,3036284,3034285,10376,ySqBdoS0Xo0,,2017-01-29 00:01:02,34
16345781,16323822,16279450,16238471,16217948,16168444,16116420,229361,J5bAVKzrBzI,,2017-01-29 00:01:02,142
917536,917255,916802,916306,916093,915557,914946,2590,BJj_0uiaRFM,,2017-01-29 00:01:02,28
217551041,217479416,217362622,217256439,217204675,217059318,216936663,614378,cZaJYDPY-YQ,,2017-01-29 00:01:02,28
8340881,8294088,8202695,8127380,8085029,7993272,7905846,435035,nxg4C365LbQ,,2017-01-29 00:01:02,550
21768,21736,21671,21633,21612,21576,21531,237,T-UIlx65E58,,2017-01-29 00:01:02,110
5898,5896,5896,5882,5882,5878,5878,20,hZf_xexzN74,,2017-01-29 00:01:02,34
1371146,1369002,1364348,1359991,1357916,1353220,1348778,22368,Teyy1A_AJso,,2017-01-29 00:01:02,166
316294,316235,316143,316046,316003,315896,315779,515,c3BFUVzRtMo,,2017-01-29 00:01:02,16
163143976,163076956,162947098,162815643,162746682,162618718,162481333,662643,zvCBSSwgtg4,,2017-01-29 00:01:02,41
3124297,3123709,3122579,3121464,3120896,3119796,3118593,5704,65oZD-7gJYE,,2017-01-29 00:01:02,18
1279592,1279007,1278270,1277469,1277014,1276080,1275305,4287,vRvWpR4clNQ,,2017-01-29 00:01:02,34
17680613,17677296,17670793,17664589,17661560,17654865,17647590,33023,WgBeu3FVi60,,2017-01-29 00:01:02,19
49864,49838,49801,49734,49710,49672,49626,238,HdfgiIBzsBM,,2017-01-29 00:01:02,48
550200525,550072400,549784649,549498231,549340676,548955755,548556242,1644283,6ACl8s_tBzE,,2017-01-29 00:01:02,30
18505486,18497454,18485257,18475089,18469900,18456009,18444060,61426,4nsKDJlpUbA,,2017-01-29 00:01:02,33
310684910,310402884,309905969,309446592,309231355,308700987,308207095,2477815,RubBzkZzpUA,,2017-01-29 00:01:02,80
22402872,22390516,22362676,22336933,22323780,22300285,22274889,127983,s-BW2gKnVz8,,2017-01-29 00:01:02,57
5863044,5861595,5859398,5857458,5856555,5853961,5851695,11349,2reEeG2Ho_g,,2017-01-29 00:01:02,19
92349041,92313336,92252393,92196604,92171544,92108070,92049977,299064,akhmS1D2Ce4,,2017-01-29 00:01:02,32
5630319,5629572,5627954,5626467,5625758,5624270,5622669,7650,4306i99LMXo,,2017-01-29 00:01:02,14
17033801,17031953,17028973,17026298,17024824,17021490,17018040,15761,Xt22KvnRSL4,,2017-01-29 00:01:02,9
831795486,830373965,828079492,825783673,824627520,821636494,818989920,12805566,pXRviuL6vMY,,2017-01-29 00:01:02,156
4418927,4416089,4410255,4405215,4402723,4396618,4390781,28146,b7xRNspm1Sg,,2017-01-29 00:01:02,64
14727957,14713781,14687680,14662657,14648977,14622992,14593771,134186,TP9luRtEqjc,,2017-01-29 00:01:02,92
2512728,2507302,2499546,2491356,2487326,2475807,2466324,46404,o-jb6Ac4e7Q,,2017-01-29 00:01:02,188
1011547815,1011053829,1010103074,1009321579,1008938456,1007879241,1006940030,4607785,QcIy9NiNbmo,,2017-01-29 00:01:02,46
309386181,309123532,308645019,308228266,307999989,307459971,306925151,2461030,YlUKcNNmywk,,2017-01-29 00:01:02,80
1464263,1463948,1463330,1462710,1462411,1461838,1461114,3149,dDIJ-jqYulI,,2017-01-29 00:01:02,22
785899644,785599702,785008737,784463153,784192698,783447344,782802526,3097118,3O1_3zBUKM8,,2017-01-29 00:01:02,40
14555428,14530586,14479651,14436969,14414634,14367124,14314974,240454,nOHEuhJf7nA,,2017-01-29 00:01:02,168
21898237,21842929,21756381,21685022,21653380,21592525,21549389,348848,TFXlWfzW9Uo,,2017-01-29 00:01:02,162
697326,696406,694889,693424,692658,691132,689502,7824,UW0vOum0mBM,,2017-01-29 00:01:02,113
95976,95937,95870,95814,95790,95734,95679,297,Wgz-PvgiO9M,,2017-01-29 00:01:02,31
4407418,4406330,4404320,4402542,4401714,4399788,4397695,9723,_woNBiIyOKI,,2017-01-29 00:01:02,22
7236741,7235922,7234511,7233347,7232777,7231211,7229859,6882,KrMl32cuC2A,,2017-01-29 00:01:02,10
2720533,2718282,2714001,2710064,2707962,2703138,2698188,22345,TEFKZ-7x7xU,,2017-01-29 00:01:02,83
16270761,16247843,16212169,16181473,16166090,16124315,16090149,180612,oy4n88CjiBY,,2017-01-29 00:01:02,112
16039737,16032628,16018607,16006814,16000057,15986186,15972065,67672,mIMMZQJ1H6E,,2017-01-29 00:01:02,42
3682249,3682038,3681629,3681269,3681122,3680710,3680291,1958,cmXZuv5BaHg,,2017-01-29 00:01:02,5
1314817,1310950,1303067,1296133,1292453,1283771,1276396,38421,B496Qv0CuOQ,,2017-01-29 00:01:02,301
257335104,257151477,256834584,256531299,256371263,256030505,255691522,1643582,UtF6Jej8yb4,,2017-01-29 00:01:02,64
65155807,65078670,64940913,64815576,64748219,64577712,64428540,727267,yvHYWD29ZNY,,2017-01-29 00:01:02,113
13922777,13879557,13788660,13698272,13653408,13555914,13461181,461596,yRyMoyRPrr8,,2017-01-29 00:01:02,343
34707143,34633298,34481818,34340507,34274479,34127071,33967184,739959,jx96Twg-Aew,,2017-01-29 00:01:02,218
1123092,1121483,1118001,1114890,1113320,1109650,1106137,16955,ZdDHi5SSIlM,,2017-01-29 00:01:02,153
1110402,1110337,1110227,1110116,1110080,1109976,1109846,556,G29d6RDSK1c,,2017-01-29 00:01:02,5
49759699,49721529,49648926,49581919,49548472,49473908,49400367,359332,vSkb0kDacjs,,2017-01-29 00:01:02,73
64602,64585,64548,64509,64494,64454,64414,188,jhKJ7TYugXE,,2017-01-29 00:01:02,29
27768069,27700783,27590232,27492438,27442402,27327297,27225946,542123,sBzrzS1Ag_g,,2017-01-29 00:01:02,199
1257296,1256268,1254145,1252235,1251228,1249530,1247811,9485,zbshkpe7vZE,,2017-01-29 00:01:02,76
176221,176116,175984,175822,175743,175559,175379,842,ktmo4167ZJI,,2017-01-29 00:01:02,48
587931,587638,587112,586615,586373,585844,585330,2601,sxkZFj60piw,,2017-01-29 00:01:02,44
1878399,1878164,1877733,1877293,1877044,1876626,1876154,2245,aAEQt7wq44w,,2017-01-29 00:01:02,12
23578346,23561522,23525777,23499467,23483944,23449493,23414515,163831,wFrth4NFogc,,2017-01-29 00:01:02,70
17376,17373,17367,17361,17357,17349,17345,31,nZekR2Gdusk,,2017-01-29 00:01:02,18
11967664,11957089,11938838,11922064,11913667,11892551,11871785,95879,fPEsDF5WL1w,,2017-01-29 00:01:02,81
1327051277,1324229976,1319209966,1314536481,1312198213,1306549738,1301130490,25920787,5GL9JoH4Sws,,2017-01-29 00:01:02,199
110170512,110033377,109793553,109562756,109445032,109166977,108894651,1275861,BPNTC7uZYrI,,2017-01-29 00:01:02,117
425881,425652,425143,424725,424520,424066,423539,2342,oLGnR0UldCM,,2017-01-29 00:01:02,55
6751347,6737523,6715802,6696164,6685682,6655990,6630651,120696,E45fogGN_Y8,,2017-01-29 00:01:02,182
17679502,17677005,17672308,17668293,17666178,17661020,17656390,23112,r6I2Ek_j_Xc,,2017-01-29 00:01:02,13
684763,684483,683974,683457,683229,682543,682016,2747,OJpC9JqSnJk,,2017-01-29 00:01:02,40
5774176,5773245,5771619,5770013,5769298,5767671,5765984,8192,mTzEp4CeWT8,,2017-01-29 00:01:02,14
3112020,3111398,3110213,3109155,3108570,3107338,3106109,5911,ZLp7M5SMBkQ,,2017-01-29 00:01:02,19
308236,308053,307736,307342,307120,306657,306233,2003,JJGgdIB_m4c,,2017-01-29 00:01:02,65
128961,128961,128961,128961,128961,128961,128961,0,4knuoIAWweA,,2017-01-29 00:01:02,0
36020232,35995500,35949719,35905709,35881219,35813942,35746511,273721,I3mrYxPLSH4,,2017-01-29 00:01:02,77
8292264,8287540,8277172,8264855,8259056,8244042,8233975,58289,a8Iqskd_Vq8,,2017-01-29 00:01:02,71
51663403,51625051,51550967,51473109,51434613,51365655,51286336,377067,tfrWuiQ4QNc,,2017-01-29 00:01:02,74
105665,105581,105419,105289,105227,105094,104967,698,4MLhthz4IJ8,,2017-01-29 00:01:02,66
253543810,253235228,252745834,252265596,252041609,251484216,250975892,2567918,bSfpSOBD30U,,2017-01-29 00:01:02,102
73030,72988,72905,72827,72789,72707,72618,412,LAyKt9pxp7I,,2017-01-29 00:01:02,57
26717,26709,26681,26663,26642,26620,26588,129,7bJVfekSZFI,,2017-01-29 00:01:02,49
8867600,8862399,8852190,8843408,8839224,8828312,8818418,49182,mVObfpaR2_I,,2017-01-29 00:01:02,56
345885,345811,345703,345595,345544,345416,345263,622,QzeQAeGyR0w,,2017-01-29 00:01:02,18
18942134,18913054,18861684,18809622,18785288,18726882,18671127,271007,BC2dRkm8ATU,,2017-01-29 00:01:02,145
33389783,33365651,33321029,33281963,33263554,33220433,33179069,210714,oIIxlgcuQRU,,2017-01-29 00:01:02,64
233936,233931,233925,233916,233914,233907,233897,39,Ucm-O93w91A,,2017-01-29 00:01:02,2
4324253,4321976,4317797,4313621,4311293,4307009,4301918,22335,UylPrMcurB8,,2017-01-29 00:01:02,52
83418248,83334409,83195915,83069953,83011512,82847914,82700627,717621,A_J7kEhY9sM,,2017-01-29 00:01:02,87
3037629,3005007,2951963,2903628,2878018,2841174,2804701,232928,upEX2JMp3c0,,2017-01-29 00:01:02,830
107028,106975,106824,106691,106631,106517,106368,660,a0BEDnYkGmc,,2017-01-29 00:01:02,62
220508,220437,220327,220234,220180,220075,219942,566,GjeM73Kx8nk,,2017-01-29 00:01:02,26
127703,127547,127255,126991,126860,126574,126323,1380,JyBl5ZgnEr4,,2017-01-29 00:01:02,109
365194,364919,364366,363772,363510,362851,362223,2971,zht9zsZ23Ro,,2017-01-29 00:01:02,82
1783138,1782328,1780786,1779391,1778815,1777541,1776063,7075,Pphrk6wE5aw,,2017-01-29 00:01:02,40
103679,103623,103480,103400,103169,103070,102765,914,r2IuB9GPSE0,,2016-11-03 00:00:55,89
441680,441621,441513,441423,441385,441270,441149,531,wPNa9YddRqs,,2017-01-29 00:01:02,12
2023710,2020911,2015757,2010520,2007918,2002131,1996635,27075,2fsdNJAzLuU,,2017-01-29 00:01:02,136
24689256,24677189,24654758,24631906,24620872,24596450,24573378,115878,r0bS-YnLf4s,,2017-01-29 00:01:02,47
7285439,7269016,7235481,7200703,7182081,7148645,7111130,174309,XIqVCJWSoeE,,2017-01-29 00:01:02,245
2702107,2701225,2699556,2697881,2697142,2695286,2693367,8740,SeXBiXcEBkY,,2017-01-29 00:01:02,32
2822230,2820891,2818333,2816017,2814902,2812190,2809430,12800,0Gqh4e1S6j0,,2017-01-29 00:01:02,46
1207477504,1206380973,1204656377,1202778550,1201849360,1199898253,1197928182,9549322,IcrbM1l_BoI,,2017-01-29 00:01:02,80
5133664,5132688,5130888,5129136,5128283,5126192,5124460,9204,VfCSx5641U4,,2017-01-29 00:01:02,18
28598224,28587845,28568817,28550543,28541392,28517359,28494811,103413,fzi24Nssiow,,2017-01-29 00:01:02,36
8385828,8380022,8369247,8361578,8357460,8348088,8338602,47226,2lXD0vv-ds8,,2017-01-29 00:01:02,57
29301858,29271438,29216753,29165464,29139340,29078804,29016375,285483,eIGh4Nc1fAM,,2017-01-29 00:01:02,98
28796674,28779498,28751380,28724004,28709847,28675812,28645544,151130,fyG9La0PAsM,,2017-01-29 00:01:02,53
718455,718277,717984,717713,717572,717231,716864,1591,fT50k14Rc9A,,2017-01-29 00:01:02,22
1147996,1147520,1146728,1145910,1145544,1144632,1143781,4215,LQ_LUoLTKLo,,2017-01-29 00:01:02,37
1036690888,1035493140,1033616392,1031731034,1030763155,1028672580,1027006993,9683895,ebXbLfLACGM,,2017-01-29 00:01:02,94
417418,417308,417070,416826,416701,416474,416270,1148,xvGStAFxXfs,,2017-01-29 00:01:02,28
4508202,4505119,4499271,4493948,4491226,4485282,4479524,28678,O0_ardwzTrA,,2017-01-29 00:01:02,64
3035144,3032464,3026423,3020798,3018122,3012754,3006239,28905,IfLqsNRkBIo,,2017-01-29 00:01:02,96
1224405865,1220850447,1214400994,1208269822,1205148789,1197565946,1190346430,34059435,kOkQ4T5WO9E,,2017-01-29 00:01:02,286
694205,693747,692860,691982,691551,690518,689482,4723,ALFu4D5NGbg,,2017-01-29 00:01:02,69
49229918,49210950,49178906,49149730,49133868,49094640,49061935,167983,rEMsjeq43_U,,2017-01-29 00:01:02,34
669621,669236,668333,667373,666899,665926,664994,4627,tjjIWpGRMf0,,2017-01-29 00:01:02,70
45970794,45964034,45952514,45942292,45937132,45923884,45912327,58467,ooZwmeUfuXg,,2017-01-29 00:01:02,13
27086,27077,27068,27066,27064,27061,27049,37,lPgYjA4pSKM,,2017-01-29 00:01:02,14
35994449,35965425,35910585,35862658,35837070,35785368,35725286,269163,YXwYJyrKK5A,,2017-01-29 00:01:02,75
3515181,3513243,3509979,3506890,3505351,3501511,3497919,17262,K0YgU75_ZG0,,2017-01-29 00:01:02,49
783511,783060,781960,780895,780325,779266,778063,5448,5wWBLbQInqk,,2017-01-29 00:01:02,70
164195,164131,164008,163878,163823,163705,163596,599,aPAkcB5JgYc,,2017-01-29 00:01:02,37
2095372,2092657,2088761,2085806,2084175,2080196,2076904,18468,0ScYz9sNaQk,,2017-01-29 00:01:02,89
329573,329108,328313,327400,326963,325840,324947,4626,KVl_1bJ79uw,,2017-01-29 00:01:02,142
17807325,17793371,17768651,17748627,17738923,17711974,17686566,120759,_y_Xpps46Uc,,2017-01-29 00:01:02,68
60698490,60681726,60654941,60630246,60618836,60588891,60561233,137257,cl3b7dDBLpo,,2017-01-29 00:01:02,23
2436867,2434961,2431471,2428126,2426343,2422875,2419091,17776,OrpXSly9gHY,,2017-01-29 00:01:02,73
8091555,8078656,8054169,8032226,8021483,7995619,7969272,122283,NJLfCBBcZAo,,2017-01-29 00:01:02,153
23486998,23458080,23407910,23370436,23349102,23299714,23248699,238299,bmLMPFXzBLA,,2017-01-29 00:01:02,102
799776,799695,799551,799384,799298,799137,798989,787,V8sa6qiHx7A,,2017-01-29 00:01:02,10
2326570,2326322,2325906,2325533,2325342,2324894,2324436,2134,VjT4BzLTaJU,,2017-01-29 00:01:02,9
6840131,6836950,6829685,6823430,6820705,6813527,6806214,33917,hRXc_-c_9Xc,,2017-01-29 00:01:02,50
50872832,50840743,50786197,50734145,50709025,50649173,50579158,293674,E58qLXBfLrs,,2017-01-29 00:01:02,58
854177084,853770916,852958022,852251155,851901777,851091093,850302481,3874603,8UVNT4wvIGY,,2017-01-29 00:01:02,46
32829452,32805874,32762653,32720062,32698412,32658890,32612392,217060,ORVz_qeKgvg,,2017-01-29 00:01:02,67
1968369,1968051,1967479,1966911,1966652,1966003,1965305,3064,2WRuDAasz-8,,2017-01-29 00:01:02,16
166034815,165975497,165862409,165758703,165704741,165583436,165463655,571160,g_uoH6hJilc,,2017-01-29 00:01:02,35
85932751,85873086,85781949,85694543,85648305,85537649,85445401,487350,4jBDnYE1WjI,,2017-01-29 00:01:02,57
519503206,519137879,518524082,517977315,517685732,516968704,516327214,3175992,YJVmu6yttiw,,2017-01-29 00:01:02,62
10155003,10135283,10101624,10069751,10053425,10018141,9981734,173269,debIyWS6Byc,,2017-01-29 00:01:02,174
6786573,6784363,6780769,6777467,6775902,6771259,6767317,19256,gbcyfRztHmw,,2017-01-29 00:01:02,28
54721098,54684920,54624481,54566131,54536069,54452879,54384429,336669,iXZxipry6kE,,2017-01-29 00:01:02,62
10080855,10075684,10065503,10053248,10049049,10039772,10029932,50923,0wrsZog8qXg,,2017-01-29 00:01:02,51
446728,446445,445799,445175,444836,444301,443701,3027,HEBb3GxubAc,,2017-01-29 00:01:02,68
10730619,10706405,10661171,10618284,10597822,10557312,10509446,221173,JJS5ywEIsA4,,2017-01-29 00:01:02,210
23296826,23268791,23215007,23157006,23130798,23068668,23007851,288975,p7FCgw_GlWc,,2017-01-29 00:01:02,126
1062035,1061303,1059809,1058232,1057525,1056000,1054515,7520,WhmyWYmO3uA,,2017-01-29 00:01:02,71
48722,48710,48691,48657,48634,48602,48567,155,I1a6h2QIzdQ,,2017-01-29 00:01:02,32
131659610,131575647,131411818,131271780,131199908,131016219,130852179,807431,7xzU9Qqdqww,,2017-01-29 00:01:02,62
182771,182749,182716,182676,182663,182600,182563,208,89ODQea3U0k,,2017-01-29 00:01:02,11
219009010,218768586,218358174,218001837,217826076,217395939,216982785,2026225,BgfcToAjfdc,,2017-01-29 00:01:02,93
96613243,96517390,96348712,96205525,96136124,95969096,95810949,802294,nJSdYlAFKqA,,2017-01-29 00:01:02,84
24029,24005,23984,23957,23942,23907,23882,147,LgzBM7EeR7o,,2017-01-29 00:01:02,62
1342243,1341765,1341056,1340313,1339995,1339184,1338331,3912,LPTE9SxYUVE,,2017-01-29 00:01:02,29
24573964,24553080,24517157,24483469,24466901,24424962,24385875,188089,8kyWDhB_QeI,,2017-01-29 00:01:02,77
43576245,43488273,43304329,43137306,43050380,42866530,42678254,897991,oQa8Rv-Vq-Y,,2017-01-29 00:01:02,210
29167217,29160553,29147272,29134801,29128625,29114407,29100412,66805,cMFWFhTFohk,,2017-01-29 00:01:02,23
293703259,293595264,293394353,293196926,293097870,292904515,292707733,995526,AOPMlIIg_38,,2017-01-29 00:01:02,34
324657,324534,324343,324160,324056,323836,323659,998,VzjQ8-dU3W8,,2017-01-29 00:01:02,31
9113060,9110534,9105956,9101157,9098484,9093682,9089094,23966,ukNOaKeUEQY,,2017-01-29 00:01:02,26
586529,586476,586389,586314,586263,586158,586051,478,llYWjltBUPU,,2017-01-29 00:01:02,8
3750375,3747964,3743515,3738979,3737009,3732554,3727672,22703,PmRraoL9v7k,,2017-01-29 00:01:02,61
41845310,41836454,41823896,41811910,41806844,41792479,41780555,64755,Jrd25gjyDhE,,2017-01-29 00:01:02,15
1714661,1712376,1707060,1702421,1700293,1695360,1691578,23083,G-Jr3Czk6rY,,2017-01-29 00:01:02,136
38005535,37985458,37953272,37922897,37907050,37865799,37826091,179444,Bm5iA4Zupek,,2017-01-29 00:01:02,47
1015429,1015015,1014418,1013882,1013581,1012871,1012174,3255,MGBj3LD-nko,,2017-01-29 00:01:02,32
94193540,94107841,93959136,93805714,93728190,93543108,93378840,814700,_L2vJEb6lVE,,2017-01-29 00:01:02,87
24463899,24439294,24398191,24362369,24343902,24296131,24251801,212098,kfzRXseSBIM,,2017-01-29 00:01:02,87
10027623,10025341,10021516,10018001,10016237,10010749,10006516,21107,gpc3cCxWNkU,,2017-01-29 00:01:02,21
1664581,1663004,1659940,1656634,1654931,1651601,1647590,16991,C6zv_5zGEso,,2017-01-29 00:01:02,103
258102862,257979852,257771935,257579305,257484482,257252369,257015048,1087814,pUjE9H8QlA4,,2017-01-29 00:01:02,42
26571452,26560977,26543019,26525746,26516814,26495689,26474603,96849,lG5aSZBAuPs,,2017-01-29 00:01:02,37
42196125,42167010,42114528,42069646,42046606,41989758,41934305,261820,5v6JUzxWoGw,,2017-01-29 00:01:02,62
75275284,75186409,75033483,74885363,74819877,74654078,74494972,780312,_zPlr-o-YEQ,,2017-01-29 00:01:02,105
1894055,1892642,1889935,1887054,1885333,1882556,1879572,14483,7HPMK9Uxq3I,,2017-01-29 00:01:02,77
12673561,12646625,12596448,12548359,12524229,12475708,12420179,253382,EIQQnoeepgU,,2017-01-29 00:01:02,204
158158828,158025836,157732201,157474151,157338352,157039869,156753556,1405272,GCdwKhTtNNw,,2017-01-29 00:01:02,90
599765,599505,598895,598457,598201,597629,597034,2731,MfttyNSCI-g,,2017-01-29 00:01:02,46
42082225,42060649,42020898,41981109,41962995,41920868,41877687,204538,1FH-q0I1fJY,,2017-01-29 00:01:02,49
92221687,92159926,92049952,91951817,91903538,91788493,91671847,549840,MmZexg8sxyk,,2017-01-29 00:01:02,60
31834813,31763412,31619210,31477159,31401350,31243291,31092307,742506,r8BsuT0PWdI,,2017-01-29 00:01:02,239
2726015,2724610,2722250,2719833,2718554,2715508,2712963,13052,ZJQO_228-UA,,2017-01-29 00:01:02,48
85747270,85669073,85517220,85358667,85276441,85138772,84969605,777665,6vopR3ys8Kw,,2017-01-29 00:01:02,92
198238912,197931522,197365760,196821062,196572326,195942619,195354624,2884288,CxnaPa8ohmM,,2017-01-29 00:01:02,148
855071,854947,854687,854428,854280,853989,853692,1379,vm3JMC2HiWc,,2017-01-29 00:01:02,16
8169430,8140882,8096514,8052852,8032513,7972601,7922045,247385,hZSrzL-kb38,,2017-01-29 00:01:02,312
811146,810305,808532,806708,805783,803981,802091,9055,1EidCx-idrw,,2017-01-29 00:01:02,113
123274242,123171491,122964274,122770176,122677234,122447503,122213861,1060381,xHUIbFNO0II,,2017-01-29 00:01:02,87
10000404,9990683,9972880,9956098,9948652,9930150,9910894,89510,RsQjC5zVnt8,,2017-01-29 00:01:02,90
81436,81329,81116,80957,80864,80698,80551,885,UNe0bMP1_BE,,2017-01-29 00:01:02,110
704664,704274,703470,702597,702198,701442,700589,4075,9rbRwV0T0AQ,,2017-01-29 00:01:02,58
368633,368468,368093,367761,367561,367192,366801,1832,3Hv1DElPXV0,,2017-01-29 00:01:02,50
85189,85161,85100,85045,85016,84942,84871,318,nIk0ztHU3yU,,2017-01-29 00:01:02,37
26967304,26913775,26812704,26715242,26668592,26552591,26448977,518327,aj9coPGuFkM,,2017-01-29 00:01:02,196
60215629,60186412,60138784,60091741,60065379,60017279,59959736,255893,Z0atZQSUE80,,2017-01-29 00:01:02,43
6928709,6926492,6922362,6918562,6916520,6912105,6907523,21186,vQDqpxFw4LU,,2017-01-29 00:01:02,31
32483,32457,32421,32372,32353,32302,32252,231,SqvmSdYvXcA,,2017-01-29 00:01:02,72
7176423,7174588,7171810,7169080,7167867,7163326,7159453,16970,CZa2lY9CFyM,,2017-01-29 00:01:02,24
167316,167224,167026,166853,166750,166583,166429,887,v6TFe9qzErI,,2017-01-29 00:01:02,53
3461755,3460600,3458464,3456479,3455507,3453101,3450980,10775,U6z_cilnJzg,,2017-01-29 00:01:02,31
3665694,3663900,3660435,3657164,3655454,3651769,3648365,17329,cxa1Y71Lgyg,,2017-01-29 00:01:02,47
281740,281609,281405,281223,281139,280966,280776,964,7IKIKLepGCs,,2017-01-29 00:01:02,34
664428,663325,661449,659684,658797,656577,654568,9860,Or-GhD9nZkg,,2017-01-29 00:01:02,151
99069208,98966126,98793128,98639854,98565450,98371973,98197868,871340,ewRjZoRtu0Y,,2017-01-29 00:01:02,89
40307162,40234461,40065712,39904240,39820714,39654907,39483666,823496,3tUh-x-fp8Q,,2017-01-29 00:01:02,209
2691885,2691853,2691809,2691776,2691752,2691704,2691663,222,129pN3dobGM,,2017-01-29 00:01:02,1
59147602,59126714,59087995,59047125,59027510,58983449,58935323,212279,LQ488QrqGE4,,2017-01-29 00:01:02,36
19050521,19013108,18939601,18869960,18834327,18759762,18682180,368341,p3f-eDzkxcw,,2017-01-29 00:01:02,197
219908144,219823628,219686439,219558646,219495046,219336922,219185748,722396,KD5fLb-WgBU,,2017-01-29 00:01:02,33
20412561,20407898,20399959,20391829,20388048,20379233,20370564,41997,ABzh6hTYpb8,,2017-01-29 00:01:02,21
15752708,15741606,15718475,15699233,15689066,15663310,15639868,112840,ZlWRhnYgWcc,,2017-01-29 00:01:02,72
956962,954659,951780,948988,947616,944440,941659,15303,bqMpt1Ye79A,,2017-01-29 00:01:02,163
188253217,188179260,188037388,187906630,187841640,187678568,187525971,727246,IxxstCcJlsc,,2017-01-29 00:01:02,39
7836241,7820463,7787428,7758252,7741703,7707566,7672655,163586,wIuBcb2T55Q,,2017-01-29 00:01:02,213
216035,215872,215542,215230,215086,214772,214466,1569,SyTchswHxhY,,2017-01-29 00:01:02,73
44564962,44531386,44465716,44409074,44378959,44323532,44260704,304258,X4YK-DEkvcw,,2017-01-29 00:01:02,69
775272,775153,774938,774761,774697,774466,774280,992,mpKVXTMGWEc,,2017-01-29 00:01:02,13
76656543,76594880,76484669,76376075,76323594,76208719,76093043,563500,ff0oWESdmH0,,2017-01-29 00:01:02,74
