song_id,genre_1_id,genre_2_id
541,102,222
541,102,222
542,102,222
548,101,208
550,101,208
551,101,208
552,101,208
553,101,214
554,101,208
558,102,222
559,101,214
562,104,238
563,101,214
564,101,214
566,101,213
567,107,252
570,104,234
571,101,214
572,104,232
573,102,222
576,104,238
577,101,207
578,104,238
579,104,238
580,102,222
580,104,238
582,102,221
583,101,214
583,102,222
584,101,214
585,101,214
310,103,229
354,103,229
586,102,222
587,102,222
588,104,237
589,105,241
590,100,201
591,102,222
593,102,222
594,103,229
595,101,214
596,101,211
597,103,223
598,101,211
52,103,223
599,103,223
252,102,222
600,100,204
601,102,222
602,102,222
611,101,214
612,103,229
614,103,229
621,100,201
624,101,214
626,102,222
630,101,214
541,100,202
548,103,229
550,101,214
551,100,204
552,101,214
553,101,208
554,101,214
566,104,232
567,104,238
571,104,234
572,101,213
573,102,222
573,104,238
575,102,221
576,101,214
577,101,214
578,103,229
580,102,222
601,102,222
601,106,247
602,102,222
603,101,214
604,102,222
604,102,222
613,103,229
616,102,222
621,101,214
622,101,214
542,100,202
542,102,222
557,101,214
558,102,222
559,104,230
560,100,201
561,101,214
562,101,214
563,104,238
564,101,211
564,103,223
565,101,214
575,103,229
581,103,229
582,102,221
583,102,222
605,101,214
606,103,229
615,101,214
616,102,222
623,101,214
626,102,222
543,102,218
565,101,207
586,102,222
587,102,222
588,105,241
589,104,237
591,102,222
592,101,214
593,102,222
596,103,223
597,101,211
598,103,223
52,101,211
599,101,211
252,102,222
606,101,214
607,103,229
608,101,214
617,102,222
627,102,222
543,102,222
544,102,222
545,103,229
135,103,229
546,101,210
547,100,204
547,103,223
607,101,214
617,102,222
627,102,222
543,102,222
544,102,222
547,101,211
608,103,229
609,107,252
610,102,222
618,100,202
619,102,222
610,102,222
619,101,208
619,102,222
164,103,229
629,101,214
620,103,229
628,101,214
160,100,200
161,100,200
350,100,200
277,100,200
177,100,200
278,100,200
307,100,200
308,100,200
419,100,200
420,100,200
205,100,200
206,100,200
28,100,200
494,100,201
534,100,201
279,100,201
474,100,202
475,100,202
476,100,202
477,100,202
515,100,202
518,100,202
519,100,202
520,100,202
521,100,202
522,100,202
523,100,202
501,100,204
502,100,204
30,100,205
21,100,205
23,100,205
35,100,205
439,100,205
437,100,205
167,100,205
349,100,205
351,100,205
350,100,205
419,100,205
420,100,205
147,100,205
149,100,205
442,100,205
72,100,205
81,101,206
229,101,206
230,101,206
231,101,206
232,101,206
233,101,206
30,101,206
147,101,206
149,101,206
442,101,206
72,101,206
11,101,206
21,101,206
23,101,206
35,101,206
439,101,206
342,101,206
319,101,206
43,101,206
219,101,206
360,101,206
334,101,206
418,101,206
356,101,206
357,101,206
184,101,206
185,101,206
167,101,206
58,101,206
186,101,206
350,101,206
177,101,206
222,101,206
344,101,206
223,101,206
509,101,206
510,101,206
508,101,206
450,101,206
38,101,207
342,101,206
332,101,206
501,101,206
350,101,206
205,101,206
206,101,207
262,101,207
391,101,207
172,101,207
264,101,207
215,101,207
83,101,207
272,101,207
176,101,207
399,101,207
21,101,208
206,101,208
30,101,209
342,101,209
344,101,209
82,101,210
31,101,210
188,101,210
73,101,210
17,101,210
241,101,210
262,101,210
171,101,210
42,101,210
171,101,210
262,101,210
171,101,210
73,101,210
184,101,210
287,101,211
505,101,211
502,101,211
42,101,212
17,101,212
399,101,212
81,101,213
187,101,213
404,101,213
221,101,213
232,101,213
445,101,213
400,101,213
222,101,213
187,101,213
244,101,213
71,101,214
21,101,214
412,101,214
296,101,214
441,101,214
7,101,214
353,101,214
153,101,214
312,101,214
530,101,214
159,101,214
186,101,214
218,101,214
440,101,214
314,101,214
476,102,215
81,101,213
264,101,213
529,101,213
147,102,216
319,102,216
167,102,216
510,102,216
208,102,217
451,102,218
431,102,221
349,102,221
233,102,221
458,102,221
432,102,221
307,102,221
473,102,221
525,102,221
128,102,221
105,102,221
155,102,221
196,102,221
521,102,221
72,102,221
197,102,221
107,102,221
382,102,222
476,102,222
486,102,222
531,102,222
199,102,222
431,102,222
268,102,222
170,102,222
271,102,222
324,102,222
453,102,222
110,102,222
425,102,222
221,102,222
515,102,222
527,102,222
374,102,222
140,102,222
202,102,222
436,102,222
448,102,222
228,102,222
197,102,222
493,102,222
526,102,222
11,103,223
339,103,223
337,103,223
502,103,223
91,103,226
99,103,226
305,103,229
299,104,230
432,104,230
161,104,231
223,104,231
454,104,232
504,104,232
182,104,233
362,104,234
319,104,234
276,104,234
287,104,234
220,104,234
511,104,234
280,104,235
334,104,235
93,104,237
501,104,237
171,104,238
7,104,238
538,104,238
98,105,239
514,105,241
207,105,242
322,105,242
242,105,242
288,105,242
287,105,242
148,106,244
257,106,245
325,106,247
364,107,248
488,107,249
288,107,248
53,107,248
176,107,250
121,107,252
328,107,252
119,107,252
328,107,252
181,107,252
163,107,252
87,107,252
119,107,252
513,107,252
96,107,252
385,107,253
219,107,253
334,107,254
329,107,254
417,107,255
288,107,254
322,107,254
43,107,256
283,107,256
292,107,256
10,107,256
90,107,256
57,101,206
223,101,206
278,101,206
420,101,206
136,101,207
264,101,207
171,101,207
42,101,207
370,101,207
244,101,207
153,101,207
288,101,207
287,101,207
420,101,208
205,101,208
233,101,209
439,101,209
184,101,209
509,101,209
45,101,210
36,101,210
189,101,210
392,101,210
185,101,210
264,101,210
218,101,210
166,101,210
40,101,210
41,101,210
189,101,210
185,101,210
399,101,211
506,101,211
335,101,211
262,101,212
261,101,212
231,101,213
445,101,213
400,101,213
223,101,213
47,101,213
160,101,213
350,101,213
311,101,213
87,101,213
210,101,214
149,101,214
23,101,214
325,101,214
274,101,214
438,101,214
29,101,214
307,101,214
118,101,214
313,101,214
28,101,214
441,101,214
404,101,214
302,101,214
313,101,214
475,102,215
136,101,213
166,101,213
506,101,213
30,102,216
439,102,216
184,102,216
222,102,216
508,102,217
269,102,218
516,102,220
297,102,221
231,102,221
112,102,221
221,102,221
524,102,221
390,102,221
437,102,221
177,102,221
235,102,221
520,102,221
442,102,221
235,102,221
338,102,221
200,102,222
474,102,222
484,102,222
527,102,222
249,102,222
137,102,222
129,102,222
457,102,222
266,102,222
455,102,222
378,102,222
265,102,222
380,102,222
250,102,222
516,102,222
533,102,222
136,102,222
139,102,222
146,102,222
247,102,222
376,102,222
382,102,222
432,102,222
405,102,222
521,102,222
536,102,222
507,103,223
96,103,223
80,103,223
97,103,224
99,103,226
309,103,227
312,103,229
59,104,231
112,104,230
334,104,231
186,104,231
87,104,232
335,104,232
150,104,232
183,104,233
363,104,234
68,104,234
293,104,234
337,104,234
222,104,234
271,104,234
283,104,235
516,104,236
90,104,237
394,104,238
373,104,238
235,104,238
100,105,239
502,105,241
194,105,242
119,105,242
91,105,242
194,105,242
329,105,242
443,106,244
330,107,248
292,107,248
385,107,248
287,107,248
92,107,248
323,107,251
364,107,252
359,107,252
225,107,252
90,107,252
322,107,252
123,107,252
499,107,252
28,107,252
100,107,252
282,107,253
194,107,254
321,107,254
15,107,254
242,107,255
91,107,254
194,107,254
329,107,254
117,107,256
364,107,256
352,107,256
283,107,256
150,101,206
505,101,206
383,101,207
206,101,206
173,101,207
41,101,207
172,101,207
156,101,207
17,101,207
517,101,207
290,101,207
162,101,207
11,101,208
107,101,208
231,101,209
21,101,209
357,101,209
450,101,209
122,101,210
45,101,210
84,101,210
384,101,210
350,101,210
166,101,210
36,101,210
122,101,210
218,101,210
48,101,210
156,101,210
116,101,210
150,101,211
288,101,211
102,101,211
136,101,212
171,101,212
370,101,212
427,101,213
211,101,213
196,101,213
409,101,213
427,101,213
162,101,213
196,101,213
314,101,213
365,101,213
305,101,214
81,101,214
84,101,214
342,101,214
62,101,214
446,101,214
424,101,214
426,101,214
304,101,214
221,101,214
409,101,214
274,101,214
357,101,214
322,101,214
36,101,214
345,101,214
477,102,215
239,101,213
338,101,213
530,101,213
442,102,216
334,102,216
344,102,216
510,102,217
204,102,218
526,102,220
167,102,221
232,102,221
457,102,221
318,102,221
60,102,221
516,102,221
533,102,221
168,102,221
25,102,221
353,102,221
515,102,221
525,102,221
60,102,221
257,102,221
349,102,221
405,102,222
479,102,222
491,102,222
271,102,222
141,102,222
109,102,222
142,102,222
138,102,222
451,102,222
340,102,222
521,102,222
537,102,222
141,102,222
109,102,222
269,102,222
256,102,222
265,102,222
426,102,222
1,102,222
516,102,222
533,102,222
289,103,223
97,103,223
70,103,223
98,103,224
100,103,226
329,103,227
311,103,229
204,104,231
264,104,230
43,104,231
356,104,231
211,104,232
240,104,232
338,104,232
530,104,232
101,104,234
452,104,234
334,104,234
441,104,234
312,104,234
358,104,234
456,104,236
20,104,237
133,104,238
317,104,238
316,104,238
96,105,239
99,105,239
450,105,241
43,105,242
120,105,242
500,105,242
290,105,242
120,105,242
217,106,244
346,106,245
121,107,248
365,107,248
386,107,248
290,107,248
364,107,248
323,107,250
283,107,252
292,107,252
282,107,252
133,107,252
320,107,252
404,107,252
92,107,252
500,107,252
339,107,252
295,107,252
328,107,253
496,107,254
323,107,254
497,107,254
87,107,255
96,107,254
207,107,254
15,107,254
332,107,256
87,107,256
119,107,256
359,107,256
196,101,206
177,101,206
277,101,207
176,101,207
122,101,207
45,101,207
122,101,207
37,101,207
370,101,207
289,101,207
276,101,207
131,101,208
437,101,208
230,101,209
23,101,209
356,101,209
510,101,209
188,101,210
18,101,210
427,101,210
68,101,210
184,101,210
156,101,210
48,101,210
156,101,210
166,101,210
40,101,210
82,101,210
57,101,211
11,101,211
10,101,211
507,101,211
158,101,212
273,101,212
232,101,213
244,101,213
399,101,213
222,101,213
233,101,213
69,101,213
186,101,213
220,101,213
409,101,213
454,101,213
300,101,214
442,101,214
439,101,214
204,101,214
448,101,214
39,101,214
425,101,214
301,101,214
196,101,214
314,101,214
536,101,214
438,101,214
400,101,214
301,101,214
223,101,214
298,101,214
491,102,215
245,101,213
368,101,213
535,101,213
21,102,216
356,102,216
223,102,216
33,102,217
147,102,221
351,102,221
431,102,221
412,102,221
237,102,221
519,102,221
231,102,221
308,102,221
473,102,221
526,102,221
308,102,221
351,102,221
481,102,222
493,102,222
248,102,222
381,102,222
128,102,222
458,102,222
388,102,222
456,102,222
393,102,222
167,102,222
426,102,222
260,102,222
519,102,222
532,102,222
199,102,222
175,102,222
130,102,222
458,102,222
388,102,222
456,102,222
371,102,222
447,102,222
372,102,222
380,102,222
250,102,222
515,102,222
527,102,222
290,103,223
98,103,223
158,103,223
96,103,224
98,103,226
330,103,227
402,103,229
540,104,230
81,104,231
207,104,231
187,104,232
239,104,232
299,104,232
535,104,232
5,104,234
290,104,234
226,104,234
356,104,234
196,104,234
314,104,234
528,104,234
43,104,235
163,104,237
15,104,237
348,104,238
94,104,238
99,105,239
120,105,241
320,105,241
163,105,242
15,105,242
99,105,242
259,105,242
152,106,244
15,107,248
53,107,248
316,107,249
363,107,248
330,107,248
178,107,250
281,107,252
454,107,252
281,107,252
361,107,252
297,107,252
337,107,252
292,107,252
63,107,252
91,107,252
25,107,253
360,107,253
43,107,254
499,107,254
282,107,255
454,107,255
99,107,254
259,107,254
348,107,256
281,107,256
454,107,256
70,107,256
328,107,256
197,101,206
172,101,207
307,101,206
278,101,207
178,101,207
176,101,207
156,101,207
115,101,207
234,101,207
190,101,207
177,101,207
218,101,207
31,101,207
33,101,208
35,101,208
512,101,208
442,101,209
219,101,209
350,101,209
116,101,210
41,101,210
122,101,210
452,101,210
391,101,210
136,101,210
31,101,210
51,101,210
384,101,210
51,101,210
176,101,210
44,101,210
163,101,211
404,101,211
534,101,211
322,101,211
80,101,212
180,101,212
230,101,213
4,101,213
58,101,213
285,101,213
314,101,213
73,101,213
161,101,213
286,101,213
313,101,213
364,101,213
386,101,214
190,101,214
198,101,214
55,101,214
49,101,214
186,101,214
433,101,214
302,101,214
220,101,214
44,101,214
356,101,214
39,101,214
303,101,214
205,101,214
44,101,214
493,102,215
240,101,213
299,101,213
534,101,213
149,102,216
360,102,216
350,102,216
136,102,216
132,102,217
397,102,219
124,102,221
155,102,221
130,102,221
437,102,221
155,102,221
220,102,221
522,102,221
233,102,221
458,102,221
432,102,221
60,102,221
516,102,221
533,102,221
346,102,221
378,102,222
475,102,222
485,102,222
532,102,222
387,102,222
175,102,222
168,102,222
169,102,222
376,102,222
446,102,222
432,102,222
405,102,222
326,102,222
523,102,222
113,102,222
137,102,222
128,102,222
134,102,222
234,102,222
267,102,222
226,102,222
449,102,222
425,102,222
221,102,222
143,102,222
523,102,222
170,102,222
534,103,223
100,103,223
102,103,223
100,103,224
96,103,226
324,103,228
409,103,229
5,104,230
241,104,230
160,104,231
222,104,231
365,104,232
42,104,232
57,104,232
181,104,233
361,104,234
342,104,234
275,104,234
357,104,234
197,104,234
409,104,234
385,104,235
219,104,235
321,104,237
450,104,237
460,104,238
86,104,238
60,104,238
98,105,239
321,105,241
90,105,241
334,105,242
329,105,242
97,105,242
207,105,242
90,105,242
329,107,248
283,107,248
417,107,248
309,107,248
322,107,248
103,107,248
93,107,251
365,107,252
10,107,252
242,107,252
182,107,252
321,107,252
364,107,252
496,107,252
205,107,252
99,107,252
281,107,253
163,107,254
495,107,254
328,107,255
119,107,255
290,107,254
323,107,254
219,107,256
193,107,256
121,107,256
220,101,206
85,101,207
308,101,206
61,101,207
508,101,207
166,101,207
40,101,207
188,101,207
41,101,207
148,101,207
155,101,207
173,101,207
69,101,207
400,101,207
23,101,208
494,101,208
147,101,209
319,101,209
185,101,209
186,101,209
136,101,209
383,101,210
115,101,210
148,101,210
217,101,210
211,101,210
42,101,210
384,101,210
136,101,210
41,101,210
42,101,210
384,101,210
47,101,210
211,101,211
450,101,211
70,101,211
178,101,211
264,101,212
178,101,212
404,101,212
73,101,213
160,101,213
350,101,213
313,101,213
231,101,213
244,101,213
399,101,213
221,101,213
69,101,213
4,101,213
172,101,214
64,101,214
33,101,214
63,101,214
77,101,214
270,101,214
36,101,214
440,101,214
298,101,214
296,101,214
184,101,214
270,101,214
304,101,214
206,101,214
395,101,214
532,102,215
42,101,213
504,101,213
233,102,216
342,102,216
185,102,216
450,102,216
323,102,217
269,102,218
72,102,221
177,102,221
129,102,221
385,102,221
177,102,221
235,102,221
520,102,221
230,102,221
112,102,221
307,102,221
220,102,221
522,102,221
445,102,221
220,102,221
450,102,221
1,102,222
480,102,222
492,102,222
358,102,222
212,102,222
19,102,222
423,102,222
358,102,222
267,102,222
226,102,222
449,102,222
144,102,222
197,102,222
491,102,222
524,102,222
248,102,222
434,102,222
19,102,222
170,102,222
271,102,222
324,102,222
378,102,222
167,102,222
220,102,222
258,102,222
522,102,222
537,102,222
506,103,223
91,103,223
295,103,223
386,103,224
96,103,226
100,103,226
348,103,229
368,104,230
42,104,230
224,104,231
194,104,231
15,104,231
136,104,232
264,104,232
506,104,232
10,104,234
216,104,234
43,104,234
294,104,234
379,104,234
221,104,234
513,104,234
121,104,235
418,104,235
502,104,237
374,104,238
369,104,238
432,104,238
517,104,238
96,105,239
504,105,241
195,105,242
321,105,242
495,105,242
100,105,242
322,105,242
34,106,244
336,106,247
87,107,248
487,107,249
289,107,248
87,107,248
322,107,250
282,107,252
291,107,252
121,107,252
224,107,252
183,107,252
399,107,252
454,107,252
498,107,252
89,107,252
320,107,252
195,107,254
322,107,254
242,107,254
53,107,255
386,107,254
157,107,254
330,107,254
360,107,256
328,107,256
291,107,256
101,107,256
221,101,206
81,101,206
107,101,207
22,101,207
48,101,207
272,101,207
166,101,207
5,101,207
49,101,207
333,101,207
178,101,207
404,101,207
90,101,208
229,101,209
72,101,209
360,101,209
222,101,209
383,101,210
40,101,210
47,101,210
216,101,210
41,101,210
51,101,210
178,101,210
44,101,210
176,101,210
136,101,210
178,101,210
218,101,210
22,101,210
162,101,211
289,101,211
359,101,211
80,101,211
82,101,212
211,101,212
233,101,213
69,101,213
186,101,213
220,101,213
229,101,213
59,101,213
259,101,213
285,101,213
345,101,213
53,101,213
24,101,214
147,101,214
11,101,214
411,101,214
178,101,214
159,101,214
173,101,214
209,101,214
355,101,214
206,101,214
510,101,214
54,101,214
185,101,214
323,101,214
352,101,214
312,101,214
474,102,215
279,102,215
262,101,213
150,101,213
230,102,216
72,102,216
43,102,216
58,102,216
508,102,216
322,102,217
442,102,221
346,102,221
390,102,221
411,102,221
346,102,221
518,102,221
229,102,221
130,102,221
385,102,221
286,102,221
197,102,221
523,102,221
221,102,221
374,102,222
143,102,222
483,102,222
528,102,222
145,102,222
251,102,222
130,102,222
134,102,222
234,102,222
192,102,222
371,102,222
447,102,222
29,102,222
406,102,222
258,102,222
522,102,222
536,102,222
381,102,222
268,102,222
423,102,222
358,102,222
192,102,222
453,102,222
110,102,222
144,102,222
196,102,222
491,102,222
525,102,222
134,102,222
89,103,223
293,103,223
101,103,223
338,103,225
97,103,226
324,103,228
314,103,229
4,104,231
318,104,230
360,104,231
58,104,231
53,104,232
27,104,232
82,104,232
386,104,233
288,104,234
76,104,234
259,104,234
92,104,234
345,104,234
25,104,235
360,104,235
120,104,237
320,104,237
384,104,238
372,104,238
143,104,238
91,105,239
93,105,241
501,105,241
418,105,242
499,105,242
96,105,242
195,105,242
15,105,242
68,106,244
207,107,248
328,107,248
119,107,248
362,107,248
104,107,248
335,107,250
329,107,251
53,107,252
101,107,252
416,107,252
319,107,252
400,107,252
365,107,252
497,107,252
206,107,252
90,107,252
283,107,253
207,107,254
120,107,254
281,107,255
291,107,255
100,107,254
287,107,254
460,107,256
282,107,256
117,107,256
282,107,256
419,101,206
161,101,206
174,101,207
205,101,207
42,101,207
31,101,207
36,101,207
262,101,207
333,101,207
59,101,207
209,101,207
275,101,207
208,101,208
320,101,208
511,101,208
149,101,209
43,101,209
177,101,209
392,101,210
391,101,210
395,101,210
85,101,210
347,101,210
44,101,210
176,101,210
40,101,210
262,101,210
178,101,210
36,101,210
122,101,210
36,101,210
395,101,210
259,101,211
290,101,211
101,101,211
158,101,211
176,101,212
400,101,212
47,101,213
161,101,213
286,101,213
311,101,213
81,101,213
187,101,213
404,101,213
223,101,213
211,101,213
58,101,213
109,101,214
72,101,214
208,101,214
107,101,214
447,101,214
165,101,214
155,101,214
303,101,214
197,101,214
345,101,214
540,101,214
65,101,214
58,101,214
424,101,214
153,101,214
311,101,214
473,102,215
533,102,215
286,101,213
231,102,216
23,102,216
418,102,216
177,102,216
509,102,217
63,102,218
456,102,220
107,102,221
229,102,221
168,102,221
25,102,221
353,102,221
197,102,221
521,102,221
232,102,221
457,102,221
318,102,221
221,102,221
524,102,221
307,102,221
397,102,222
406,102,222
490,102,222
136,102,222
140,102,222
201,102,222
375,102,222
382,102,222
372,102,222
220,102,222
493,102,222
526,102,222
387,102,222
251,102,222
168,102,222
169,102,222
375,102,222
451,102,222
260,102,222
519,102,222
532,102,222
288,103,223
309,103,223
379,103,223
91,103,224
97,103,226
324,103,227
332,103,229
122,104,230
262,104,230
225,104,231
195,104,231
69,104,232
81,104,232
166,104,232
529,104,232
102,104,234
217,104,234
360,104,234
438,104,234
433,104,234
223,104,234
20,104,234
281,104,235
514,104,237
137,104,238
378,104,238
177,104,238
540,104,238
97,105,239
20,105,241
496,105,242
323,105,242
497,105,242
289,105,242
323,105,242
216,106,244
194,107,248
281,107,248
454,107,248
330,107,248
319,107,248
365,107,248
507,107,250
70,107,252
362,107,252
324,107,252
379,107,252
103,107,252
495,107,252
309,107,252
92,107,252
43,107,253
219,107,254
330,107,254
121,107,255
365,107,255
98,107,254
162,107,254
88,107,256
121,107,256
365,107,256
153,107,256
420,101,206
160,101,206
28,101,206
28,101,207
136,101,207
384,101,207
44,101,207
40,101,207
4,101,207
352,101,207
338,101,207
259,101,207
419,101,208
232,101,209
35,101,209
334,101,209
167,101,209
223,101,209
115,101,210
151,101,210
34,101,210
171,101,210
46,101,210
122,101,210
391,101,210
31,101,210
44,101,210
31,101,210
75,101,210
321,101,211
286,101,211
535,101,211
323,101,211
166,101,212
179,101,212
229,101,213
59,101,213
259,101,213
284,101,213
312,101,213
230,101,213
4,101,213
58,101,213
197,101,213
46,101,213
59,101,213
30,101,214
148,101,214
131,101,214
176,101,214
449,101,214
350,101,214
218,101,214
205,101,214
509,101,214
49,101,214
167,101,214
173,101,214
118,101,214
409,101,214
27,101,213
57,101,213
232,102,216
35,102,216
357,102,216
509,102,216
131,102,217
5,102,218
149,102,221
128,102,221
105,102,221
286,102,221
196,102,221
523,102,221
431,102,221
411,102,221
237,102,221
519,102,221
149,102,221
196,102,221
11,102,221
265,102,222
477,102,222
489,102,222
537,102,222
374,102,222
139,102,222
202,102,222
247,102,222
436,102,222
448,102,222
228,102,222
196,102,222
143,102,222
525,102,222
249,102,222
431,102,222
129,102,222
457,102,222
266,102,222
455,102,222
393,102,222
373,102,222
340,102,222
503,102,222
528,102,222
505,103,223
99,103,223
10,103,223
99,103,224
91,103,226
512,103,227
313,103,229
63,104,231
166,104,230
219,104,231
357,104,231
286,104,232
245,104,232
368,104,232
534,104,232
359,104,234
289,104,234
418,104,234
162,104,234
355,104,234
313,104,234
338,104,234
328,104,235
526,104,236
386,104,237
79,104,238
331,104,238
237,104,238
97,105,239
163,105,241
386,105,241
360,105,242
498,105,242
98,105,242
162,105,242
320,105,242
346,106,244
55,106,247
242,107,248
315,107,249
361,107,248
323,107,248
329,107,248
330,107,251
87,107,252
102,107,252
415,107,252
363,107,252
332,107,252
53,107,252
417,107,252
204,107,252
98,107,252
121,107,253
334,107,253
360,107,254
119,107,254
500,107,254
364,107,255
97,107,254
195,107,254
137,107,256
418,107,256
53,107,256
417,107,256
102,107,256
320,107,256
222,101,206
277,101,206
419,101,206
433,101,207
51,101,207
178,101,207
218,101,207
335,101,207
391,101,207
272,101,207
165,101,207
38,101,207
187,101,207
30,101,208
439,101,208
28,101,208
11,101,209
418,101,209
58,101,209
508,101,209
48,101,210
156,101,210
75,101,210
383,101,210
54,101,210
118,101,210
48,101,210
41,101,210
264,101,210
391,101,210
264,101,210
391,101,210
427,101,210
400,101,211
507,101,211
176,101,211
384,101,212
443,101,212
189,101,213
162,101,213
197,101,213
345,101,213
189,101,213
211,101,213
284,101,213
312,101,213
286,101,213
186,101,213
152,101,214
35,101,214
336,101,214
65,101,214
58,101,214
61,101,214
308,101,214
352,101,214
311,101,214
529,101,214
77,101,214
399,101,214
353,101,214
222,101,214
28,101,214
503,102,215
335,101,213
82,101,213
229,102,216
11,102,216
219,102,216
186,102,216
397,102,217
483,102,217
455,102,220
437,102,221
230,102,221
308,102,221
515,102,221
526,102,221
129,102,221
412,102,221
346,102,221
518,102,221
147,102,221
237,102,221
124,102,221
142,102,222
473,102,222
482,102,222
503,102,222
113,102,222
434,102,222
390,102,222
146,102,222
114,102,222
269,102,222
256,102,222
373,102,222
1,102,222
503,102,222
528,102,222
145,102,222
212,102,222
390,102,222
142,102,222
201,102,222
114,102,222
138,102,222
446,102,222
29,102,222
406,102,222
326,102,222
524,102,222
423,102,222
535,103,223
294,103,223
359,103,223
528,103,225
98,103,226
309,103,229
345,103,229
244,104,231
445,104,230
418,104,231
92,104,231
364,104,232
262,104,232
286,104,232
70,104,234
34,104,234
219,104,234
159,104,234
61,104,234
311,104,234
514,104,234
282,104,235
455,104,236
504,104,237
431,104,238
393,104,238
315,104,238
91,105,239
100,105,239
15,105,241
219,105,242
330,105,242
386,105,242
157,105,242
330,105,242
452,106,244
195,107,248
282,107,248
291,107,248
329,107,248
280,107,248
454,107,248
322,107,251
242,107,252
417,107,252
283,107,252
338,107,252
124,107,252
323,107,252
291,107,252
450,107,252
97,107,252
280,107,253
418,107,253
418,107,254
498,107,254
283,107,255
292,107,255
289,107,254
120,107,254
334,107,256
242,107,256
117,107,256
281,107,256
631,101,214
631,102,222
625,102,222
625,102,222
625,102,222
632,101,214
632,102,222
632,102,222
633,101,208
633,103,229
635,101,208
635,103,229
636,102,222
636,102,217
637,100,202
637,102,217
642,102,222
643,102,222
644,102,222
645,102,222
646,102,222
647,100,204
649,103,228
652,100,204
654,101,214
655,102,215
655,102,222
655,102,222
656,102,221
656,104,238
657,102,222
657,102,222
657,102,222
658,102,222
658,102,222
658,104,230
659,100,202
659,102,222
659,102,222
660,100,202
660,102,222
660,102,222
661,102,222
661,102,222
661,102,222
662,102,222
662,102,222
662,102,222
664,102,222
664,102,222
664,102,222
665,101,207
665,101,214
653,102,222
653,102,222
653,102,222
666,101,207
666,101,214
667,102,222
667,104,230
668,107,256
669,101,214
669,104,238
670,102,222
670,102,222
670,102,222
671,102,222
671,102,222
671,102,222
672,102,222
672,102,222
672,102,222
673,102,222
673,102,222
673,102,222
674,102,222
674,102,222
674,102,222
675,102,222
675,102,222
675,102,222
676,102,221
676,102,221
676,102,222
676,102,222
677,102,222
677,102,222
677,102,222
678,102,222
678,102,222
678,102,222
679,102,222
679,102,222
679,102,222
680,102,222
680,102,222
680,102,222
681,102,222
681,102,222
681,102,222
682,102,222
682,102,222
682,102,222
683,102,222
683,102,222
683,102,222
684,102,222
684,102,222
684,102,222
685,102,222
685,102,222
685,102,222
686,102,222
686,102,222
686,102,222
687,102,222
687,102,222
687,102,222
688,102,222
688,102,222
688,102,222
689,102,222
690,102,222
691,102,222
692,102,222
693,102,222
694,102,222
694,102,222
694,102,222
695,102,221
695,102,221
696,102,222
696,102,222
696,102,222
697,102,221
697,102,221
698,101,211
698,103,223
699,102,222
700,107,248
702,101,214
704,102,222
704,102,222
704,102,222
706,102,222
706,102,222
707,101,211
707,103,223
705,104,234
709,100,202
709,102,222
709,102,222
711,102,222
711,102,222
712,102,222
712,102,222
713,102,222
713,102,222
714,102,222
714,104,238
715,102,222
715,102,222
715,102,222
716,102,221
716,104,238
716,106,245
717,102,220
717,104,236
717,104,238
718,100,202
718,102,222
755,104,230
755,104,238
756,102,222
756,102,222
756,102,222
574,102,221
574,102,222
574,102,222
757,102,222
757,102,222
757,102,222
758,102,221
758,102,221
758,102,222
758,102,222
759,102,222
759,102,222
759,102,222
651,103,229
